2026-08-15 18:05:21,368 - INFO - Carregando mapa de categorias...
2026-08-15 18:05:21,369 - INFO - Extraindo informações do TXT...
2026-08-15 18:05:21,369 - INFO - Telefones/Protocolos extraídos: 3
2026-08-15 18:05:21,369 - INFO - Processando base de dados CSV...
2026-08-15 18:05:21,378 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0026, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,378 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0027, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,378 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0028, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,378 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0030, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,378 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0031, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,379 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0032, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,379 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0034, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,379 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0035, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,379 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0036, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,379 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0038, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,379 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0039, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,379 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0040, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,379 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0042, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,380 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0043, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,380 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0044, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,380 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0046, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,380 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0047, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,380 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0048, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,380 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0001, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,380 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0051, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,380 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0052, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,380 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0054, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,381 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0055, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,381 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0056, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,381 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0058, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,381 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0059, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,381 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0060, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,381 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0062, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,381 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0063, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,381 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0064, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,381 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0066, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,382 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0067, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,382 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0068, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,382 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0070, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,382 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0071, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,382 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0072, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,382 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0074, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,382 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0075, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,382 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0076, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,382 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0078, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,383 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0079, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,383 - WARNING - Registro rejeitado. Protocolo: PROTOCOLO-80, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,383 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0082, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,383 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0083, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,383 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0084, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,383 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0086, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,383 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0087, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,384 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0088, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,384 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0090, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,384 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0091, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,384 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0092, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,384 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0094, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,384 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0095, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,384 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0096, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,384 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0098, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,385 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0099, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,385 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0100, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,385 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0102, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,385 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0103, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,385 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0104, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,385 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0106, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,385 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0107, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,386 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0108, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,386 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0110, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,386 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0111, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,386 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0112, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,386 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0114, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,386 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0115, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,386 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0116, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,386 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0118, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,386 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0119, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,387 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0120, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,387 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0122, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,387 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0123, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,387 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0124, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,387 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0126, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,387 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0127, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,387 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0128, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,387 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0130, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,387 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0131, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,387 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0132, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,387 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0134, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,388 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0135, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,388 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0136, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,388 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0138, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,388 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0139, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,388 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0140, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,388 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0142, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,388 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0143, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,388 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0144, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,389 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0146, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,389 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0147, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,389 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0148, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,389 - WARNING - Registro rejeitado. Protocolo: SUP-2026-0150, Motivo: Campos essenciais inválidos ou e-mail malformado.
2026-08-15 18:05:21,391 - INFO - Gerando gráficos (Matplotlib)...
2026-08-15 18:05:21,660 - INFO - Exportando dados limpos e resumo JSON...
2026-08-15 18:05:21,663 - INFO - Processamento concluído com sucesso. Cheque a pasta /output.
